1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1377,1378,1377,1378,1377,1378,1377,1378,1355,1337,-1,-1,1315,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1375,1317,-1,-1,-1,1316,1376,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,-1,-1,-1,-1,-1,-1,-1,-1,-1
1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,-1,-1,-1,-1,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,-1,-1,-1,-1,-1,-1,1357,1358,1375,1317,-1,1315,1376,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1358,1378,1377,1378,1377,1378,1377,1378,1377,1375,1317,1378,1316,1376,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1357,1379,-1,1356,-1,-1,-1,-1,-1
1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1377,1378,1379,-1,-1,1356,-1,-1,-1,-1,-1,1357,1358,1357,1358,1357,1358,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,1377,1378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1378,1357,1358,1357,1358,1357,1358,-1,-1,1378,1358,1358,-1,1356,1355,-1,1356,1357,-1,-1,-1,-1,-1,-1,-1,-1,-1,1357,1358,1357,1358,-1,-1,1378,1379,-1,1395,1396,1397,1398,1399,-1,1335,1356,1378,1378,-1,-1
1357,1358,1357,1358,-1,-1,-1,-1,-1,-1,1357,1358,1357,1358,-1,-1,-1,-1,-1,-1,-1,1398,1399,-1,-1,1335,1356,1377,1377,1355,-1,1377,1378,1377,1378,1377,1378,-1,1356,1355,-1,-1,1294,1299,-1,-1,-1,-1,-1,1356,1355,-1,-1,-1,-1,1356,1296,1297,1298,1299,-1,-1,-1,-1,-1,-1,1377,1378,1377,1378,1377,1378,1378,1378,1358,1358,-1,-1,-1,1336,1337,-1,1336,1356,1377,1355,-1,-1,-1,-1,-1,-1,-1,1377,1378,1377,1378,-1,-1,1398,1399,-1,1294,1295,1296,1297,1298,1318,-1,1394,1398,1356,1357,-1
1377,1378,1377,1378,-1,-1,-1,-1,-1,-1,1377,1378,1377,1378,-1,1294,1299,-1,-1,-1,-1,-1,-1,1316,1318,-1,1336,1356,1355,1338,-1,-1,1356,1357,1377,1378,1377,1318,1394,1338,-1,1315,1376,1375,1317,-1,1316,1299,-1,1394,1337,-1,-1,-1,-1,1394,1395,1396,1397,1337,-1,-1,-1,1294,1299,-1,-1,-1,1378,1378,1378,1378,1378,1378,1337,1294,-1,-1,-1,-1,-1,-1,-1,1394,1398,1337,-1,-1,-1,-1,1294,1298,1299,1394,-1,-1,1399,-1,-1,-1,-1,-1,1314,1357,1358,1357,1358,1375,1318,-1,-1,1374,1357,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1315,1376,1375,1317,-1,1316,1299,-1,-1,1376,1375,-1,-1,1394,1399,-1,1316,1299,1394,1398,1397,1398,1356,1375,1299,-1,-1,1376,1357,1358,1375,1298,1376,1375,1318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1315,1376,1375,1317,-1,1316,1299,-1,-1,1397,1398,1357,1378,1379,-1,1316,1295,1296,1297,1298,1299,-1,-1,1315,1295,1296,-1,-1,1376,1357,1375,1317,-1,-1,-1,1316,1317,-1,-1,-1,-1,-1,-1,-1,-1,-1,1319,-1,-1,1394,1395,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1315,1376,1357,1358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1294,1376,1375,1318,-1,-1,-1,1335,1398,1399,-1,-1,-1,-1,-1,-1,-1,-1,1357,1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1357,1358,1375,1298,1376,1355,1395,1378,1378,1378,1377,1398,1399,1316,1378,1378,1378,1378,1358,1375,-1,-1,1376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1294,1299,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1376,1357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1376,1377,1378,1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1355,1337,-1,1316,-1,1357,1375,1318,-1,-1,-1,-1,-1,1378,1378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1394,1399,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1357,1358,1357,1358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1377,1378,1378,1378,1378,1378,1378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1299,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1357,1358,1377,1378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1358,1319,-1,-1,-1,-1,-1
